# e0bc707b-5987-498d-9d92-59a36068fb99
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
2863.1830193; -12.6337224; 29.6596242; 3.0340144; -0.0081379; 33.4075847; -1.6137351
2865.1824488; -12.8648169; 27.6737571; 3.0173507; -0.0084656; 33.3108633; -1.6465989
2867.1818783; -13.1294075; 25.6917097; 3.0004123; -0.0084785; 33.2118819; -1.5612759
2869.1813078; -13.4277191; 23.7135275; 2.9834089; -0.0085305; 33.1177562; -1.4013402
2871.1807373; -13.7594471; 21.7424801; 2.9662720; -0.0086101; 33.0330443; -0.9811019
2873.1801667; -14.1251913; 19.7766240; 2.9490044; -0.0086658; 32.9736065; -0.4863137
2875.1795962; -14.5252657; 17.8158318; 2.9316258; -0.0086921; 32.9441046; -0.2383181
2877.1790257; -14.9587778; 15.8649630; 2.9142187; -0.0087504; 32.9296375; -0.0278262
2879.1784552; -15.4264038; 13.9218376; 2.8965847; -0.0089014; 32.9279479; -0.0117853
2881.1778847; -15.9291473; 11.9852511; 2.8785140; -0.0091694; 32.9272323; -0.0033177
2883.1773141; -16.4663432; 10.0614306; 2.8600794; -0.0091256; 32.9270308; 0.0046764
2885.1767436; -17.0386998; 8.1467087; 2.8423369; -0.0086153; 32.9273148; 0.0110430
2887.1761731; -17.6446306; 6.2410571; 2.8251316; -0.0086128; 32.9279853; 0.0110612
2889.1756026; -18.2831743; 4.3464604; 2.8078969; -0.0086179; 32.9286570; 0.0099791
2891.1750321; -18.9541999; 2.4633006; 2.7906922; -0.0085959; 32.9292629; 0.0031026
2893.1744616; -19.6575809; 0.5917599; 2.7734931; -0.0086076; 32.9294513; -0.0079637
2895.1738910; -20.3930054; -1.2672537; 2.7562749; -0.0086175; 32.9289677; -0.0196141
2897.1733205; -21.1604315; -3.1135262; 2.7390378; -0.0086264; 32.9277768; -0.0380040
2899.1727500; -21.9596188; -4.9463539; 2.7217726; -0.0086422; 32.9254690; -0.0677044
2901.1721795; -22.7901635; -6.7646789; 2.7044773; -0.0086620; 32.9213574; -0.0917957
2903.1716090; -23.6522416; -8.5687076; 2.6871377; -0.0086842; 32.9157818; -0.1180082
2905.1710385; -24.5457381; -10.3579362; 2.6697435; -0.0087103; 32.9086128; -0.1645420
2907.1704679; -25.4697511; -12.1303598; 2.6523052; -0.0087384; 32.8986142; -0.1769591
2909.1698974; -26.4248218; -13.8868085; 2.6348041; -0.0087691; 32.8878576; -0.1752174
2911.1693269; -27.4108294; -15.6267450; 2.6172351; -0.0087957; 32.8772035; -0.0871567
2913.1687564; -28.4268775; -17.3484242; 2.5996641; -0.0087842; 32.8719026; 0.2094057
2915.1681859; -29.4729858; -19.0519919; 2.5821396; -0.0087320; 32.8846372; 0.5763355
2917.1676154; -30.5490464; -20.7376323; 2.5647864; -0.0085294; 32.9196606; 1.3188056
2919.1670448; -31.6534057; -22.4044978; 2.5483160; -0.0079509; 32.9996632; 2.2115799
2921.1664743; -32.7839103; -24.0530769; 2.5327644; -0.0076632; 33.1333905; 2.7170298
2923.1659038; -33.9388955; -25.6832876; 2.5177327; -0.0073004; 33.2969456; 3.2271323
2925.1653333; -35.1189426; -27.2985661; 2.5038105; -0.0065959; 33.4901692; 3.6594584
2927.1647628; -36.3167936; -28.8942419; 2.4919769; -0.0052063; 33.7079381; 3.9488900
2929.1641923; -37.5343244; -30.4813747; 2.4828323; -0.0041354; 33.9413633; 4.2816860
2931.1636217; -38.7664630; -32.0601265; 2.4751321; -0.0035589; 34.1926600; 4.5723078
2933.1630512; -40.0057256; -33.6270775; 2.4707897; -0.0006071; 34.4589903; 4.5906161
2935.1624807; -41.2509985; -35.1974671; 2.4721971; 0.0012909; 34.7243321; 4.5627830
2937.1619102; -42.4891196; -36.7664686; 2.4748943; 0.0014162; 34.9860710; 4.4903070
2939.1613397; -43.7257793; -38.3431396; 2.4782406; 0.0019741; 35.2417547; 4.3528764
2941.1607692; -44.9522163; -39.9195695; 2.4828164; 0.0026217; 35.4878544; 4.1333951
2943.1601986; -46.1701594; -41.5021295; 2.4887399; 0.0033127; 35.7199758; 3.3071117
2945.1596281; -47.3787433; -43.0932015; 2.4950314; 0.0028654; 35.9046146; 2.8716959
2947.1590576; -48.5762859; -44.6888077; 2.5006331; 0.0034028; 36.0641769; 2.4218411
2949.1584871; -49.7678574; -46.2996084; 2.5093801; 0.0052899; 36.1981969; 1.7656071
2951.1579166; -50.9367147; -47.9140658; 2.5207653; 0.0060950; 36.2955902; 1.4963169
2953.1573460; -52.0901796; -49.5486017; 2.5333755; 0.0061056; 36.3779250; 1.2011601
2955.1567755; -53.2255502; -51.1996945; 2.5447512; 0.0052580; 36.4438843; 0.8245909
2957.1562050; -54.3392307; -52.8571674; 2.5552154; 0.0053085; 36.4890959; 0.6915333
2959.1556345; -55.4398101; -54.5334491; 2.5661797; 0.0058277; 36.5269690; 0.5114560
2961.1550640; -56.5175884; -56.2179201; 2.5790361; 0.0070854; 36.5549546; 0.3798475
2963.1544935; -57.5776332; -57.9268219; 2.5937219; 0.0072808; 36.5757251; 0.3252679
2965.1539229; -58.6050288; -59.6385284; 2.6083823; 0.0075540; 36.5935017; 0.2687949
2967.1533524; -59.6066504; -61.3661489; 2.6242436; 0.0083445; 36.6081854; 0.2597086
2969.1527819; -60.5842457; -63.1178973; 2.6406253; 0.0076569; 36.6223671; 0.2736954
2971.1522114; -61.5305235; -64.8762165; 2.6548955; 0.0070559; 36.6373067; 0.3034302
2973.1516409; -62.4488715; -66.6423398; 2.6694689; 0.0075906; 36.6538623; 0.3821900
2975.1510704; -63.3467148; -68.4345510; 2.6849725; 0.0078968; 36.6747044; 0.4856168
2977.1504998; -64.2095619; -70.2299951; 2.7033946; 0.0109549; 36.7011697; 0.5962861
2979.1499293; -65.0280281; -72.0291502; 2.7255990; 0.0101849; 36.7336402; 0.7032074
2981.1493588; -65.8195309; -73.8657159; 2.7428393; 0.0077185; 36.7718961; 0.8009484
2983.1487883; -66.5877905; -75.7293116; 2.7582882; 0.0076537; 36.8154210; 0.9154266
2985.1482178; -67.3175949; -77.5762614; 2.7716063; 0.0057508; 36.8651039; 0.9569206
2987.1476473; -68.0347218; -79.4545561; 2.7817148; 0.0044644; 36.9169673; 0.9963436
2989.1470767; -68.7331151; -81.3346589; 2.7898926; 0.0037408; 36.9708901; 1.0224830
2991.1465062; -69.4144855; -83.2158370; 2.7988760; 0.0053934; 37.0261459; 1.0268101
2993.1459357; -70.0752130; -85.1031791; 2.8112103; 0.0064925; 37.0815527; 1.0299353
2995.1453652; -70.7114514; -86.9982279; 2.8241298; 0.0064319; 37.1370451; 1.0474308
2997.1447947; -71.3235752; -88.9023251; 2.8369651; 0.0064106; 37.1933952; 1.0753440
2999.1442242; -71.9109976; -90.8133329; 2.8497713; 0.0063884; 37.2511583; 1.1274214
3001.1436536; -72.4739625; -92.7316354; 2.8624830; 0.0063287; 37.3116227; 1.2556727
3003.1430831; -73.0128671; -94.6578004; 2.8750611; 0.0062429; 37.3788503; 1.3632357
3005.1425126; -73.5273718; -96.5893590; 2.8874411; 0.0061221; 37.4517001; 1.5655229
3007.1419421; -74.0183492; -98.5275457; 2.8994785; 0.0059188; 37.5351854; 1.8597616
3009.1413716; -74.4864886; -100.4718463; 2.9110539; 0.0056363; 37.6341210; 2.0758791
3011.1408010; -74.9324217; -102.4201100; 2.9220069; 0.0053432; 37.7442474; 2.4550958
3013.1402305; -75.3576569; -104.3738080; 2.9324796; 0.0051304; 37.8740782; 2.8233131
3015.1396600; -75.7628827; -106.3318217; 2.9424375; 0.0047983; 38.0228330; 3.0614634
3017.1390895; -76.1492273; -108.2932146; 2.9516542; 0.0044322; 38.1834806; 3.3966065
3019.1385190; -76.5182293; -110.2583315; 2.9601942; 0.0041093; 38.3609272; 3.5739705
3021.1379485; -76.8710451; -112.2264132; 2.9681449; 0.0038682; 38.5467579; 3.6658265
3023.1373779; -77.2085912; -114.1969528; 2.9756764; 0.0036877; 38.7364385; 3.7117516
3025.1368074; -77.5315892; -116.1701427; 2.9829755; 0.0036132; 38.9275537; 3.6773765
3027.1362369; -77.8403090; -118.1456034; 2.9901529; 0.0035782; 39.1159781; 3.6577319
3029.1356664; -78.1348713; -120.1231157; 2.9972896; 0.0035639; 39.3024999; 3.6150061
3031.1350959; -78.4153435; -122.1027825; 3.0044165; 0.0035649; 39.4859772; 3.5787992
3033.1345254; -78.6816931; -124.0843758; 3.0115494; 0.0035720; 39.6667810; 3.5573728
3035.1339548; -78.9338803; -126.0677943; 3.0187008; 0.0035820; 39.8456892; 3.5130375
3037.1333843; -79.1718593; -128.0530017; 3.0258748; 0.0035939; 40.0215828; 3.4805137
3039.1328138; -79.3955782; -130.0398376; 3.0330407; 0.0035599; 40.1950889; 3.4647250
3041.1322433; -79.6051561; -132.0282556; 3.0400992; 0.0034812; 40.3670672; 3.4397027
3043.1316728; -79.8009317; -134.0180531; 3.0468772; 0.0032988; 40.5370818; 3.4292290
3045.1311023; -79.9836016; -136.0090766; 3.0532375; 0.0030393; 40.7058719; 3.4264740
3047.1305317; -80.1541789; -138.0012591; 3.0590170; 0.0027284; 40.8738302; 3.4158279
3049.1299612; -80.3139125; -139.9942650; 3.0640879; 0.0023441; 41.0405824; 3.4074442
3051.1293907; -80.4643009; -141.9880047; 3.0683979; 0.0019706; 41.2062531; 3.4035170
3053.1288202; -80.6068409; -143.9824483; 3.0719715; 0.0016098; 41.3710706; 3.3837682
3055.1282497; -80.7429405; -145.9772729; 3.0748634; 0.0012831; 41.5342833; 3.3651274
3057.1276792; -80.8739137; -147.9725315; 3.0771341; 0.0010034; 41.6959634; 3.3537905
3059.1271086; -81.0008683; -149.9678357; 3.0788864; 0.0007662; 41.8564773; 3.3234041
3061.1265381; -81.1247296; -151.9634682; 3.0802793; 0.0006271; 42.0149321; 3.2999593
3063.1259676; -81.2460756; -153.9592489; 3.0814221; 0.0005300; 42.1716800; 3.2853455
3065.1253971; -81.3652975; -155.9550306; 3.0824067; 0.0004604; 42.3271571; 3.2524311
3067.1248266; -81.4826743; -157.9510551; 3.0832913; 0.0004244; 42.4805160; 3.2289266
3069.1242560; -81.5983530; -159.9471704; 3.0841126; 0.0004014; 42.6322209; 3.2140699
3071.1236855; -81.7124220; -161.9432574; 3.0848990; 0.0003863; 42.7826936; 3.1818685
3073.1231150; -81.8249531; -163.9395566; 3.0856628; 0.0003777; 42.9311392; 3.1591779
3075.1225445; -81.9359759; -165.9359308; 3.0864099; 0.0003699; 43.0780202; 3.1447113
3077.1219740; -82.0455163; -167.9322812; 3.0871423; 0.0003625; 43.2237328; 3.1138319
3079.1214035; -82.1536161; -169.9288187; 3.0878586; 0.0003541; 43.3675323; 3.0919825
3081.1208329; -82.2603022; -171.9254227; 3.0885575; 0.0003447; 43.5098524; 3.0779995
3083.1202624; -82.3656078; -173.9220128; 3.0892367; 0.0003346; 43.6510681; 3.0485092
3085.1196919; -82.4695828; -175.9187602; 3.0898945; 0.0003233; 43.7904819; 3.0273620
3087.1191214; -82.5722665; -177.9155688; 3.0905300; 0.0003125; 43.9284907; 3.0138348
3089.1185509; -82.6736990; -179.9123699; 3.0911439; 0.0003012; 44.0654535; 2.9856730
3091.1179804; -82.7739333; -181.9092918; 3.0917320; 0.0002870; 44.2007181; 2.9651057
3093.1174098; -82.8730216; -183.9062994; 3.0922948; 0.0002773; 44.3346424; 2.9521165
3095.1168393; -82.9709979; -185.9032646; 3.0928387; 0.0002521; 44.4675794; 2.9257507
3097.1162688; -83.0680069; -187.9002952; 3.0932332; 0.0001425; 44.5989381; 2.9057654
3099.1156983; -83.1643998; -189.8970778; 3.0934833; 0.0001434; 44.7290177; 2.8930037
3101.1151278; -83.2602392; -191.8943532; 3.0938224; 0.0001922; 44.8581513; 2.8666349
3103.1145573; -83.3553077; -193.8914052; 3.0942355; 0.0002210; 44.9857423; 2.8470606
3105.1139867; -83.4495037; -195.8885346; 3.0946879; 0.0002230; 45.1121049; 2.8348910
3107.1134162; -83.5428262; -197.8860504; 3.0951234; 0.0002130; 45.2375766; 2.8100547
3109.1128457; -83.6352806; -199.8832523; 3.0955414; 0.0002052; 45.3616065; 2.7915557
3111.1122752; -83.7269167; -201.8805343; 3.0959459; 0.0002002; 45.4844851; 2.7799747
3113.1117047; -83.8177636; -203.8780851; 3.0963422; 0.0001942; 45.6065249; 2.7557863
3115.1111342; -83.9078281; -205.8754064; 3.0967131; 0.0001768; 45.7271813; 2.7380686
3117.1105636; -83.9971692; -207.8728116; 3.0970939; 0.0002270; 45.8467476; 2.7267047
3119.1099931; -84.0856116; -209.8704931; 3.0976305; 0.0002990; 45.9655085; 2.7024766
3121.1094226; -84.1728858; -211.8680854; 3.0982323; 0.0003030; 46.0829121; 2.6863527
3123.1088521; -84.2589760; -213.8658827; 3.0987965; 0.0002363; 46.1993197; 2.6756804
3125.1082816; -84.3441074; -215.8633052; 3.0991660; 0.0001465; 46.3149739; 2.6524225
3127.1077110; -84.4286211; -217.8610428; 3.0994612; 0.0001488; 46.4293385; 2.6368375
3129.1071405; -84.5125390; -219.8587337; 3.0997570; 0.0001449; 46.5427525; 2.6261264
3131.1065700; -84.5958714; -221.8562772; 3.1000395; 0.0001380; 46.6554318; 2.6029377
3133.1059995; -84.6786608; -223.8540767; 3.1003112; 0.0001338; 46.7668483; 2.5880837
3135.1054290; -84.7609133; -225.8518456; 3.1005750; 0.0001302; 46.8773664; 2.5776229
3137.1048585; -84.8426392; -227.8494772; 3.1008318; 0.0001252; 46.9871795; 2.5550407
3139.1042879; -84.9238798; -229.8473403; 3.1010653; 0.0001084; 47.0957777; 2.5409088
3141.1037174; -85.0046869; -231.8451279; 3.1012570; 0.0000784; 47.2035276; 2.5307669
3143.1031469; -85.0851769; -233.8428145; 3.1013771; 0.0000503; 47.3106034; 2.5087697
3145.1025764; -85.1654361; -235.8406377; 3.1015182; 0.0000909; 47.4165099; 2.4949007
3147.1020059; -85.2453385; -237.8384544; 3.1017238; 0.0001047; 47.5215969; 2.4849014
3149.1014354; -85.3248249; -239.8363049; 3.1019308; 0.0001024; 47.6260321; 2.4635725
3151.1008648; -85.4039025; -241.8341751; 3.1021329; 0.0000998; 47.7293455; 2.4502410
3153.1002943; -85.4825816; -243.8320554; 3.1023295; 0.0000967; 47.8318783; 2.4405649
3155.0997238; -85.5608742; -245.8299453; 3.1025195; 0.0000934; 47.9337883; 2.4198478
3157.0991533; -85.6387938; -247.8278604; 3.1027034; 0.0000905; 48.0346197; 2.4069212
3159.0985828; -85.7163517; -249.8257866; 3.1028815; 0.0000876; 48.1347030; 2.3974922
3161.0980123; -85.7935592; -251.8237184; 3.1030539; 0.0000848; 48.2341877; 2.3773555
3163.0974417; -85.8704281; -253.8216739; 3.1032209; 0.0000822; 48.3326346; 2.3648093
3165.0968712; -85.9469685; -255.8196395; 3.1033826; 0.0000796; 48.4303635; 2.3556164
3167.0963007; -86.0231906; -257.8176095; 3.1035393; 0.0000771; 48.5275168; 2.3360374
3169.0957302; -86.0991049; -259.8156014; 3.1036911; 0.0000747; 48.6236709; 2.3238501
3171.0951597; -86.1747207; -261.8136022; 3.1038381; 0.0000724; 48.7191351; 2.3148838
3173.0945892; -86.2500469; -263.8116064; 3.1039806; 0.0000701; 48.8140453; 2.2958406
3175.0940186; -86.3250933; -265.8096310; 3.1041187; 0.0000680; 48.9079928; 2.2839923
3177.0934481; -86.3998678; -267.8076636; 3.1042526; 0.0000659; 49.0012767; 2.2752435
3179.0928776; -86.4743788; -269.8056984; 3.1043823; 0.0000639; 49.0940271; 2.2567153
3181.0923071; -86.5486349; -271.8037525; 3.1045081; 0.0000619; 49.1858494; 2.2451878
3183.0917366; -86.6226434; -273.8018137; 3.1046301; 0.0000601; 49.2770329; 2.2366478
3185.0911660; -86.6964117; -275.7998761; 3.1047483; 0.0000582; 49.3677021; 2.2186152
3187.0905955; -86.7699476; -277.7979570; 3.1048630; 0.0000565; 49.4574761; 2.2073914
3189.0900250; -86.8432578; -279.7960440; 3.1049742; 0.0000548; 49.5466345; 2.1990521
3191.0894545; -86.9163489; -281.7941311; 3.1050821; 0.0000531; 49.6352968; 2.1814967
3193.0888840; -86.9892280; -283.7922362; 3.1051868; 0.0000515; 49.7230951; 2.1705606
3195.0883135; -87.0619011; -285.7903466; 3.1052883; 0.0000500; 49.8102997; 2.1624142
3197.0877429; -87.1343741; -287.7884559; 3.1053868; 0.0000485; 49.8970254; 2.1453190
3199.0871724; -87.2066536; -289.7865831; 3.1054823; 0.0000471; 49.9829168; 2.1346554
3201.0866019; -87.2787449; -291.7847147; 3.1055751; 0.0000457; 50.0682350; 2.1266946
3203.0860314; -87.3506534; -293.7828441; 3.1056651; 0.0000443; 50.1530907; 2.1100436
3205.0854609; -87.4223851; -295.7809912; 3.1057524; 0.0000430; 50.2371404; 2.0996380
3207.0848904; -87.4939448; -297.7791420; 3.1058372; 0.0000418; 50.3206362; 2.0918559
3209.0843198; -87.5653373; -299.7772895; 3.1059195; 0.0000405; 50.4036851; 2.0756339
3211.0837493; -87.6365682; -301.7754548; 3.1059993; 0.0000394; 50.4859548; 2.0654728
3213.0831788; -87.7076417; -303.7736231; 3.1060769; 0.0000382; 50.5676890; 2.0578627
3215.0826083; -87.7785622; -305.7717871; 3.1061522; 0.0000371; 50.6489908; 2.0420558
3217.0820378; -87.8493348; -307.7699688; 3.1062253; 0.0000360; 50.7295394; 2.0321261
3219.0814673; -87.9199634; -309.7681530; 3.1062963; 0.0000350; 50.8095695; 2.0246817
3221.0808967; -87.9904518; -311.7663320; 3.1063653; 0.0000340; 50.8891812; 2.0092767
3223.0803262; -88.0608048; -313.7645284; 3.1064322; 0.0000329; 50.9680643; 1.9995662
3225.0797557; -88.1310262; -315.7627278; 3.1064971; 0.0000320; 51.0464452; 1.9922832
3227.0791852; -88.2011194; -317.7609198; 3.1065600; 0.0000306; 51.1244210; 1.9772780
3229.0786147; -88.2710929; -319.7591285; 3.1066159; 0.0000254; 51.2016922; 1.9677768
3231.0780442; -88.3409636; -321.7573307; 3.1066642; 0.0000246; 51.2784764; 1.9606464
3233.0774736; -88.4107357; -323.7555399; 3.1067155; 0.0000265; 51.3548682; 1.9459943
3235.0769031; -88.4804024; -325.7537534; 3.1067693; 0.0000273; 51.4305770; 1.9366840
3237.0763326; -88.5499603; -327.7519721; 3.1068240; 0.0000270; 51.5058130; 1.9297011
3239.0757621; -88.6194104; -329.7501976; 3.1068771; 0.0000261; 51.5806686; 1.9154186
3241.0751916; -88.6887560; -331.7484223; 3.1069286; 0.0000254; 51.6548629; 1.9063005
3243.0746210; -88.7580001; -333.7466515; 3.1069787; 0.0000247; 51.7285984; 1.8994630
3245.0740505; -88.8271457; -335.7448877; 3.1070273; 0.0000240; 51.8019650; 1.8855236
3247.0734800; -88.8961953; -337.7431226; 3.1070746; 0.0000233; 51.8746905; 1.8765902
3249.0729095; -88.9651519; -339.7413617; 3.1071205; 0.0000226; 51.9469704; 1.8698919
3251.0723390; -89.0340182; -341.7396077; 3.1071651; 0.0000220; 52.0188925; 1.8562820
3253.0717685; -89.1027964; -343.7378519; 3.1072084; 0.0000214; 52.0901928; 1.8475285
3255.0711979; -89.1714894; -345.7361001; 3.1072505; 0.0000208; 52.1610601; 1.8409650
3257.0706274; -89.2400996; -347.7343550; 3.1072914; 0.0000202; 52.2315800; 1.8276715
3259.0700569; -89.3086290; -349.7326077; 3.1073312; 0.0000196; 52.3014966; 1.8190932
3261.0694864; -89.3770802; -351.7308642; 3.1073698; 0.0000190; 52.3709924; 1.8126603
3263.0689159; -89.4454554; -353.7291271; 3.1074073; 0.0000185; 52.4401508; 1.7996708
3265.0683454; -89.5137566; -355.7273877; 3.1074438; 0.0000180; 52.5087235; 1.7912634
3267.0677748; -89.5819859; -357.7256518; 3.1074792; 0.0000175; 52.5768871; 1.7849569
3269.0672043; -89.6501456; -359.7239220; 3.1075137; 0.0000170; 52.6447229; 1.7722595
3271.0666338; -89.7182373; -361.7221898; 3.1075471; 0.0000165; 52.7119898; 1.7640188
3273.0660633; -89.7862631; -363.7204608; 3.1075796; 0.0000160; 52.7788587; 1.7578350
3275.0654928; -89.8542250; -365.7187378; 3.1076112; 0.0000156; 52.8454091; 1.7454186
3277.0649223; -89.9221245; -367.7170121; 3.1076419; 0.0000151; 52.9114066; 1.7373405
3279.0643517; -89.9899636; -369.7152895; 3.1076718; 0.0000147; 52.9770169; 1.7312756
3281.0637812; -90.0577439; -371.7135726; 3.1077008; 0.0000143; 53.0423175; 1.7191297
3283.0632107; -90.1254670; -373.7118530; 3.1077290; 0.0000139; 53.1070806; 1.7112102
3285.0626402; -90.1931346; -375.7101362; 3.1077564; 0.0000135; 53.1714669; 1.7052608
3287.0620697; -90.2607483; -377.7084249; 3.1077830; 0.0000131; 53.2355520; 1.6933753
3289.0614992; -90.3283095; -379.7067108; 3.1078089; 0.0000128; 53.2991141; 1.6856107
3291.0609286; -90.3958197; -381.7049993; 3.1078340; 0.0000124; 53.3623096; 1.6797733
3293.0603581; -90.4632804; -383.7032931; 3.1078584; 0.0000120; 53.4252118; 1.6681388
3295.0597876; -90.5306929; -385.7015840; 3.1078822; 0.0000117; 53.4876052; 1.6605254
3297.0592171; -90.5980586; -387.6998775; 3.1079053; 0.0000114; 53.5496416; 1.6547968
3299.0586466; -90.6653789; -389.6981760; 3.1079277; 0.0000111; 53.6113926; 1.6434042
3301.0580760; -90.7326549; -391.6964715; 3.1079495; 0.0000108; 53.6726481; 1.6359384
3303.0575055; -90.7998879; -393.6947694; 3.1079707; 0.0000105; 53.7335560; 1.6303156
3305.0569350; -90.8670793; -395.6930723; 3.1079914; 0.0000102; 53.7941860; 1.6191563
3307.0563645; -90.9342300; -397.6913719; 3.1080114; 0.0000099; 53.8543334; 1.6118347
3309.0557940; -91.0013412; -399.6896740; 3.1080308; 0.0000096; 53.9141422; 1.6063146
3311.0552235; -91.0684141; -401.6879808; 3.1080499; 0.0000094; 53.9736802; 1.5953807
3313.0546529; -91.1354495; -403.6862841; 3.1080681; 0.0000089; 54.0327480; 1.5881976
3315.0540824; -91.2024490; -405.6845899; 3.1080864; 0.0000100; 54.0914858; 1.5827754
3317.0535119; -91.2694085; -407.6829018; 3.1081086; 0.0000119; 54.1499596; 1.5720543
3319.0529414; -91.3363213; -409.6812122; 3.1081324; 0.0000119; 54.2079750; 1.5650145
3321.0523709; -91.4031870; -411.6795274; 3.1081552; 0.0000102; 54.2656689; 1.5596938
3323.0518004; -91.4700119; -413.6778367; 3.1081727; 0.0000077; 54.3231057; 1.5491926
3325.0512298; -91.5368050; -415.6761525; 3.1081881; 0.0000077; 54.3800958; 1.5422847
3327.0506593; -91.6035674; -417.6744679; 3.1082033; 0.0000075; 54.4367725; 1.5370564
3329.0500888; -91.6702998; -419.6727802; 3.1082180; 0.0000072; 54.4931984; 1.5267586
3331.0495183; -91.7370033; -421.6710990; 3.1082324; 0.0000071; 54.5491885; 1.5199806
3333.0489478; -91.8036785; -423.6694175; 3.1082463; 0.0000069; 54.6048730; 1.5148448
3335.0483773; -91.8703261; -425.6677326; 3.1082599; 0.0000067; 54.6603129; 1.5047492
3337.0478067; -91.9369471; -427.6660541; 3.1082731; 0.0000065; 54.7153277; 1.4980965
3339.0472362; -92.0035420; -429.6643754; 3.1082859; 0.0000063; 54.7700444; 1.4930507
3341.0466657; -92.0701115; -431.6626930; 3.1082985; 0.0000062; 54.8245224; 1.4831525
3343.0460952; -92.1366564; -433.6610171; 3.1083106; 0.0000060; 54.8785858; 1.4766208
3345.0455247; -92.2031773; -435.6593408; 3.1083225; 0.0000059; 54.9323582; 1.4716627
3347.0449542; -92.2696747; -437.6576608; 3.1083340; 0.0000057; 54.9858977; 1.4619574
3349.0443836; -92.3361495; -439.6559873; 3.1083453; 0.0000055; 55.0390326; 1.4555423
3351.0438131; -92.4026021; -441.6543133; 3.1083562; 0.0000054; 55.0918834; 1.4506697
3353.0432426; -92.4690330; -443.6526354; 3.1083669; 0.0000053; 55.1445069; 1.4411528
3355.0426721; -92.5354431; -445.6509641; 3.1083772; 0.0000051; 55.1967355; 1.4348503
3357.0421016; -92.6018327; -447.6492922; 3.1083873; 0.0000050; 55.2486866; 1.4300612
3359.0415310; -92.6682022; -449.6476163; 3.1083972; 0.0000049; 55.3004158; 1.4207283
3361.0409605; -92.7345525; -451.6459470; 3.1084067; 0.0000047; 55.3517595; 1.4145345
3363.0403900; -92.8008839; -453.6442770; 3.1084161; 0.0000046; 55.4028321; 1.4098267
3365.0398195; -92.8671968; -455.6426030; 3.1084251; 0.0000045; 55.4536879; 1.4006738
3367.0392490; -92.9334919; -457.6409355; 3.1084340; 0.0000044; 55.5041674; 1.3945848
3369.0386785; -92.9997696; -459.6392673; 3.1084426; 0.0000043; 55.5543818; 1.3899564
3371.0381079; -93.0660301; -461.6375951; 3.1084510; 0.0000041; 55.6043846; 1.3809793
3373.0375374; -93.1322742; -463.6359291; 3.1084592; 0.0000040; 55.6540198; 1.3749917
3375.0369669; -93.1985021; -465.6342625; 3.1084672; 0.0000039; 55.7033960; 1.3704406
3377.0363964; -93.2647142; -467.6325920; 3.1084749; 0.0000038; 55.7525651; 1.3616355
3379.0358259; -93.3309111; -469.6309275; 3.1084825; 0.0000037; 55.8013755; 1.3557457
3381.0352554; -93.3970930; -471.6292623; 3.1084899; 0.0000036; 55.8499324; 1.3512701
3383.0346848; -93.4632603; -473.6275935; 3.1084971; 0.0000036; 55.8982869; 1.3426331
3385.0341143; -93.5294135; -475.6259302; 3.1085041; 0.0000035; 55.9462911; 1.3368378
3387.0335438; -93.5955528; -477.6242663; 3.1085109; 0.0000034; 55.9940471; 1.3324360
3389.0329733; -93.6616786; -479.6225991; 3.1085176; 0.0000033; 56.0416054; 1.3239632
3391.0324028; -93.7277913; -481.6209370; 3.1085241; 0.0000032; 56.0888213; 1.3182594
3393.0318323; -93.7938912; -483.6192742; 3.1085304; 0.0000031; 56.1357944; 1.3139295
3395.0312617; -93.8599785; -485.6176086; 3.1085366; 0.0000031; 56.1825741; 1.3056171
3397.0306912; -93.9260537; -487.6159474; 3.1085426; 0.0000030; 56.2290192; 1.3000018
3399.0301207; -93.9921170; -489.6142855; 3.1085485; 0.0000029; 56.2752266; 1.2957424
3401.0295502; -94.0581685; -491.6126218; 3.1085543; 0.0000028; 56.3212448; 1.2875874
3403.0289797; -94.1242094; -493.6109615; 3.1085590; 0.0000018; 56.3669362; 1.2820607
3405.0284092; -94.1902431; -495.6092984; 3.1085610; -0.0000002; 56.4123947; 1.2778712
3407.0278386; -94.2562778; -497.6076356; 3.1085579; -0.0000022; 56.4576683; 1.2698671
3409.0272681; -94.3223184; -499.6059715; 3.1085569; 0.0000011; 56.5026223; 1.2644187
3411.0266976; -94.3883553; -501.6043079; 3.1085610; 0.0000023; 56.5473479; 1.2602935
3413.0261271; -94.4543832; -503.6026512; 3.1085657; 0.0000024; 56.5918925; 1.2524376
3415.0255566; -94.5204015; -505.6009878; 3.1085704; 0.0000024; 56.6361247; 1.2470739
3417.0249860; -94.5864104; -507.5993258; 3.1085751; 0.0000023; 56.6801331; 1.2430159
3419.0244155; -94.6524103; -509.5976698; 3.1085796; 0.0000022; 56.7239644; 1.2353033
3421.0238450; -94.7184012; -511.5960073; 3.1085840; 0.0000022; 56.7674902; 1.2300210
3423.0232745; -94.7843834; -513.5943462; 3.1085882; 0.0000021; 56.8107967; 1.2260275
3425.0227040; -94.8503575; -515.5926911; 3.1085924; 0.0000020; 56.8539298; 1.2184534
3427.0221335; -94.9163231; -517.5910295; 3.1085964; 0.0000020; 56.8967640; 1.2132520
